::1 - - [24/Apr/2025:08:22:05 +0200] "GET /favicon.ico HTTP/1.1" 404 196
::1 - - [24/Apr/2025:08:24:36 +0200] "GET /index.html HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /index.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/config/settings.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/ui/cursor.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/objects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/ui/menu/jsonMenu.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/ui/controlPanel/beltPanel.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/hero.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/ui/controlPanel/inventoryPanel.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/objects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classAmulets.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classArmors.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classAxes.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classBows.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classElixirs.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classHelmets.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classMaces.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classOils.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classPotions.js HTTP/1.1" 200 4807
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classRings.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classRunes.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classShields.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classStaffs.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/classSwords.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/description.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/utils/draggable.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/descriptionRender.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/char/stat.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/property/armorClass.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/property/demage.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/experience.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/inventory/belt.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/inventory/bag.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/inventory/person.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/object.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/hero/property/statProperty.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataArmorsObjects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/internals/price.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/scr/objects/internals/texture.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataAxesObjects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataBowsObjects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataHelmetsObjects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataMacesObjects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataShieldsObjects.js HTTP/1.1" 304 -
::1 - - [24/Apr/2025:08:24:37 +0200] "GET /game-project/data/objects/js/dataStaffsObjects.js HTTP/1.1" 304 -
